nuts3_id,nuts3_population
AL011,115857
AL012,290697
AL013,75428
AL014,122700
AL015,200007
AL021,270074
AL022,906166
AL031,122003
AL032,289889
AL033,59381
AL034,204831
AL035,188922
AT111,37384
AT112,160064
AT113,96988
AT121,247347
AT122,261156
AT123,156363
AT124,216681
AT125,125210
AT126,332957
AT127,344573
AT130,1911191
AT211,288814
AT212,123824
AT213,148655
AT221,447142
AT222,79652
AT223,158397
AT224,266971
AT225,194992
AT226,99241
AT311,289509
AT312,595637
AT313,210133
AT314,155844
AT315,239156
AT321,20251
AT322,168822
AT323,369337
AT331,32838
AT332,312414
AT333,48738
AT334,104860
AT335,258784
AT341,92362
AT342,304777
BE100,1223364
BE211,1059946
BE212,347576
BE213,465573
BE221,432163
BE222,243104
BE223,205335
BE231,293832
BE232,202502
BE233,85868
BE234,563982
BE235,124661
BE236,255641
BE241,644543
BE242,511927
BE251,283079
BE252,51724
BE253,106928
BE254,292690
BE255,157925
BE256,154619
BE257,93595
BE258,61792
BE310,406794
BE321,87388
BE322,432660
BE323,259406
BE324,77688
BE325,192708
BE326,152509
BE327,147936
BE331,114036
BE332,628363
BE334,82005
BE335,211131
BE336,78408
BE341,63642
BE342,50228
BE343,57734
BE344,63821
BE345,54181
BE351,112757
BE352,319132
BE353,67544
BG311,82835
BG312,127001
BG313,159470
BG314,236305
BG315,122546
BG321,232568
BG322,106598
BG323,215477
BG324,110789
BG325,108018
BG331,469885
BG332,171809
BG333,172262
BG334,110914
BG341,409265
BG342,184119
BG343,117335
BG344,313396
BG411,1328790
BG412,226671
BG413,302694
BG414,119190
BG415,116915
BG421,666801
BG422,225317
BG423,252776
BG424,103532
BG425,158204
CH011,805098
CH012,345525
CH013,504128
CH021,1039474
CH022,321783
CH023,275247
CH024,176496
CH025,73584
CH031,195844
CH032,289468
CH033,685845
CH040,1539275
CH051,40590
CH052,82348
CH053,55445
CH054,16128
CH055,510734
CH056,199021
CH057,279547
CH061,413120
CH062,36703
CH063,160480
CH064,37930
CH065,43087
CH066,127642
CH070,351491
CY000,888005
CZ010,1324277
CZ020,1385141
CZ031,644083
CZ032,589899
CZ041,294664
CZ042,820965
CZ051,443690
CZ052,551647
CZ053,522662
CZ063,509813
CZ064,1191989
CZ071,632015
CZ072,582555
CZ080,1200539
DE111,635911
DE112,392807
DE113,535024
DE114,258145
DE115,545423
DE116,427248
DE117,126592
DE118,344456
DE119,112655
DE11A,196761
DE11B,132399
DE11C,132777
DE11D,314025
DE121,55185
DE122,312060
DE123,445101
DE124,231420
DE125,161485
DE126,310658
DE127,143633
DE128,548355
DE129,125957
DE12A,159201
DE12B,199556
DE12C,118243
DE131,231195
DE132,263601
DE133,166408
DE134,430953
DE135,139878
DE136,212506
DE137,140766
DE138,286305
DE139,228736
DE13A,171003
DE141,287034
DE142,228678
DE143,189363
DE144,126790
DE145,197076
DE146,201282
DE147,217470
DE148,285424
DE149,130849
DE211,137392
DE212,1484226
DE213,63551
DE214,111516
DE215,105929
DE216,127917
DE217,154899
DE218,143649
DE219,132881
DE21A,138182
DE21B,180007
DE21C,219311
DE21D,88424
DE21E,120302
DE21F,100010
DE21G,115872
DE21H,350473
DE21I,97303
DE21J,128227
DE21K,261330
DE21L,136667
DE21M,177319
DE21N,135478
DE221,73411
DE222,52803
DE223,47791
DE224,119478
DE225,78362
DE226,123058
DE227,159895
DE228,192656
DE229,77410
DE22A,121502
DE22B,101120
DE22C,96683
DE231,42207
DE232,153094
DE233,42743
DE234,103049
DE235,127998
DE236,134573
DE237,94450
DE238,194070
DE239,147872
DE23A,72046
DE241,77373
DE242,74783
DE243,41072
DE244,45825
DE245,147163
DE246,103664
DE247,86747
DE248,116203
DE249,94801
DE24A,66743
DE24B,71566
DE24C,66776
DE24D,72655
DE251,41798
DE252,112528
DE253,128497
DE254,518370
DE255,40981
DE256,184591
DE257,137262
DE258,117853
DE259,170792
DE25A,101014
DE25B,126749
DE25C,94734
DE261,71002
DE262,53426
DE263,127934
DE264,174200
DE265,103235
DE266,79635
DE267,84384
DE268,91155
DE269,128743
DE26A,126158
DE26B,115445
DE26C,162302
DE271,296582
DE272,44398
DE273,69151
DE274,44100
DE275,134655
DE276,253468
DE277,96562
DE278,127027
DE279,175204
DE27A,81981
DE27B,141182
DE27C,145341
DE27D,133783
DE27E,156008
DE300,3669491
DE401,72184
DE402,99678
DE403,57751
DE404,180334
DE405,185244
DE406,170791
DE407,101827
DE408,162996
DE409,195751
DE40A,212914
DE40B,109371
DE40C,178803
DE40D,98861
DE40E,216566
DE40F,76158
DE40G,113720
DE40H,169997
DE40I,118947
DE501,567559
DE502,113643
DE600,1847253
DE711,159878
DE712,763380
DE713,130280
DE714,278474
DE715,270340
DE716,297844
DE717,275726
DE718,236914
DE719,420552
DE71A,238558
DE71B,96703
DE71C,355813
DE71D,187160
DE71E,308339
DE721,270688
DE722,253319
DE723,171912
DE724,247084
DE725,105643
DE731,202137
DE732,223145
DE733,120719
DE734,236764
DE735,179673
DE736,156406
DE737,100629
DE803,209191
DE804,95653
DE80J,258074
DE80K,215794
DE80L,224702
DE80M,157322
DE80N,235623
DE80O,211779
DE911,249406
DE912,104291
DE913,124371
DE914,176523
DE916,136292
DE917,91297
DE918,132285
DE91A,134801
DE91B,119622
DE91C,326041
DE922,217089
DE923,148549
DE925,275817
DE926,70458
DE927,121390
DE928,157820
DE929,1157115
DE931,179011
DE932,198038
DE933,254431
DE934,48412
DE935,184139
DE936,113928
DE937,163782
DE938,140673
DE939,204512
DE93A,92389
DE93B,137133
DE941,77559
DE942,49913
DE943,169077
DE944,165251
DE945,76089
DE946,124859
DE947,189694
DE948,170682
DE949,326954
DE94A,98704
DE94B,137162
DE94C,170756
DE94D,130890
DE94E,358080
DE94F,142814
DE94G,88583
DE94H,56926
DEA11,621877
DEA12,498686
DEA13,582760
DEA14,227417
DEA15,261034
DEA16,170632
DEA17,210764
DEA18,111338
DEA19,159245
DEA1A,355100
DEA1B,312465
DEA1C,485570
DEA1D,451730
DEA1E,298863
DEA1F,459976
DEA22,329673
DEA23,1087863
DEA24,163729
DEA26,264638
DEA27,470615
DEA28,193656
DEA29,255555
DEA2A,272057
DEA2B,283271
DEA2C,600764
DEA2D,557026
DEA31,117565
DEA32,259645
DEA33,315293
DEA34,371339
DEA35,220586
DEA36,614137
DEA37,448220
DEA38,277840
DEA41,334195
DEA42,364938
DEA43,250578
DEA44,140251
DEA45,347514
DEA46,310409
DEA47,307839
DEA51,365587
DEA52,588250
DEA53,188686
DEA54,179916
DEA55,156449
DEA56,324106
DEA57,259777
DEA58,410222
DEA59,133955
DEA5A,276944
DEA5B,301785
DEA5C,394891
DEB11,114052
DEB12,130086
DEB13,128805
DEB14,158345
DEB15,80951
DEB17,214434
DEB18,182811
DEB1A,122297
DEB1B,201904
DEB1C,61375
DEB1D,103163
DEB21,111528
DEB22,112483
DEB23,99058
DEB24,60646
DEB25,149398
DEB31,48762
DEB32,100030
DEB33,46881
DEB34,172253
DEB35,218578
DEB36,53264
DEB37,40231
DEB38,50561
DEB39,83542
DEB3A,34193
DEB3B,129687
DEB3C,132671
DEB3D,75325
DEB3E,129013
DEB3F,105979
DEB3G,70219
DEB3H,110521
DEB3I,154609
DEB3J,211417
DEB3K,94831
DEC01,328714
DEC02,103243
DEC03,131408
DEC04,194319
DEC05,142196
DEC06,87007
DED21,556780
DED2C,299758
DED2D,252725
DED2E,241717
DED2F,245586
DED41,246334
DED42,334948
DED43,304099
DED44,225997
DED45,315002
DED51,593145
DED52,258139
DED53,197741
DEE01,80103
DEE02,238762
DEE03,237565
DEE04,83173
DEE05,158486
DEE06,89589
DEE07,170923
DEE08,178846
DEE09,213310
DEE0A,134942
DEE0B,183815
DEE0C,189125
DEE0D,111190
DEE0E,124953
DEF01,90164
DEF02,246794
DEF03,216530
DEF04,80196
DEF05,133193
DEF06,198019
DEF07,165951
DEF08,200539
DEF09,316103
DEF0A,128686
DEF0B,274098
DEF0C,201156
DEF0D,277175
DEF0E,131013
DEF0F,244156
DEG01,213981
DEG02,93125
DEG03,111343
DEG04,36789
DEG05,65228
DEG06,100006
DEG07,83416
DEG09,102232
DEG0A,74212
DEG0B,124916
DEG0C,134908
DEG0D,69427
DEG0E,63197
DEG0F,106249
DEG0G,82156
DEG0H,57717
DEG0I,103199
DEG0J,82950
DEG0K,80312
DEG0L,97398
DEG0M,89393
DEG0N,42250
DEG0P,118974
DK011,794128
DK012,548370
DK013,463942
DK014,39583
DK021,250702
DK022,586657
DK031,498506
DK032,724599
DK041,429211
DK042,897129
DK050,589936
EE001,607186
EE004,149027
EE006,122318
EE007,134259
EE008,316186
EL301,572267
EL302,484973
EL303,920613
EL304,518720
EL305,570125
EL306,181518
EL307,490685
EL411,120114
EL412,49961
EL413,59441
EL421,220683
EL422,126829
EL431,315162
EL432,73758
EL433,87691
EL434,159893
EL511,147091
EL512,111385
EL513,110162
EL514,96925
EL515,133050
EL521,141789
EL522,1104023
EL523,80430
EL524,136549
EL525,132139
EL526,166583
EL527,110589
EL531,169446
EL532,46071
EL533,49153
EL541,120146
EL542,45032
EL543,168087
EL611,232430
EL612,280284
EL613,202401
EL621,39621
EL622,101161
EL623,38567
EL624,23800
EL631,198920
EL632,296945
EL633,155200
EL641,122969
EL642,213190
EL643,18579
EL644,158926
EL645,42338
EL651,177072
EL652,147290
EL653,247789
ES111,1123550
ES112,328169
ES113,306872
ES114,944001
ES120,1018899
ES130,582388
ES211,329873
ES212,716552
ES213,1142713
ES220,656509
ES230,315931
ES241,220607
ES242,133300
ES243,976426
ES300,6747068
ES411,158895
ES412,355693
ES413,459236
ES414,159906
ES415,331081
ES416,154205
ES417,89892
ES418,520738
ES419,171661
ES421,389874
ES422,494178
ES423,199834
ES424,262409
ES425,699259
ES431,670903
ES432,391076
ES511,5635100
ES512,767294
ES513,435563
ES514,814391
ES521,1885559
ES522,574936
ES523,2568846
ES531,171154
ES532,941339
ES533,98232
ES611,715665
ES612,1254728
ES613,784292
ES614,925160
ES615,528177
ES616,629036
ES617,1683505
ES618,1957520
ES620,1504869
ES630,84085
ES640,84473
ES703,11345
ES704,126230
ES705,870415
ES706,22430
ES707,85855
ES708,154533
ES709,966184
FI193,275104
FI194,188685
FI195,180445
FI196,216752
FI197,517666
FI1B1,1689725
FI1C1,479341
FI1C2,170925
FI1C3,199604
FI1C4,171167
FI1C5,127757
FI1D1,142335
FI1D2,244236
FI1D3,161211
FI1D5,68158
FI1D7,177161
FI1D8,72306
FI1D9,412830
FI200,29884
FR101,2154092
FR102,1426334
FR103,1449520
FR104,1309566
FR105,1628798
FR106,1657893
FR107,1411786
FR108,1253568
FRB01,299153
FRB02,429641
FRB03,218129
FRB04,608781
FRB05,327835
FRB06,682187
FRC11,532576
FRC12,201755
FRC13,549364
FRC14,334626
FRC21,542997
FRC22,258766
FRC23,234567
FRC24,139866
FRD11,693310
FRD12,492896
FRD13,277400
FRD21,596993
FRD22,1252833
FRE11,2601802
FRE12,1459364
FRE21,528471
FRE22,829408
FRE23,568750
FRF11,1143364
FRF12,765130
FRF21,267496
FRF22,310161
FRF23,563834
FRF24,170339
FRF31,731533
FRF32,181387
FRF33,1041009
FRF34,361749
FRG01,1442940
FRG02,818345
FRG03,306123
FRG04,563536
FRG05,687477
FRH01,599271
FRH02,913187
FRH03,1085753
FRH04,760313
FRI11,411528
FRI12,1636085
FRI13,414728
FRI14,330756
FRI15,685441
FRI21,239470
FRI22,115555
FRI23,371228
FRI31,349878
FRI32,650757
FRI33,374608
FRI34,438390
FRJ11,376059
FRJ12,749136
FRJ13,1184031
FRJ14,76573
FRJ15,478983
FRJ21,153113
FRJ22,279334
FRJ23,1409629
FRJ24,191322
FRJ25,174146
FRJ26,229205
FRJ27,389012
FRJ28,261307
FRK11,333847
FRK12,143821
FRK13,227878
FRK14,666274
FRK21,657907
FRK22,327740
FRK23,520531
FRK24,1269323
FRK25,765546
FRK26,1882578
FRK27,436834
FRK28,831867
FRL01,165232
FRL02,140349
FRL03,1088178
FRL04,2044355
FRL05,1079043
FRL06,560425
FRM01,161208
FRM02,184659
FRY10,412682
FRY20,359821
FRY30,288086
FRY40,856858
FRY50,278926
HR031,281945
HR032,44346
HR033,168055
HR034,98899
HR035,448153
HR036,209955
HR037,122449
HR041,809235
HR042,309611
HR043,124407
HR044,165885
HR045,105886
HR046,109130
HR047,105554
HR048,72843
HR049,65614
HR04A,136429
HR04B,270877
HR04C,149489
HR04D,114804
HR04E,144599
HU110,1750216
HU120,1297102
HU211,418603
HU212,300995
HU213,341157
HU221,473141
HU222,254137
HU223,267271
HU231,359109
HU232,299950
HU233,215514
HU311,637064
HU312,293421
HU313,188092
HU321,526727
HU322,366905
HU323,549028
HU331,502220
HU332,330542
HU333,398332
IE041,408887
IE042,468945
IE051,488631
IE052,439458
IE053,712968
IE061,1408815
IE062,731935
IE063,304801
IS001,233034
IS002,131100
ITC11,2230946
ITC12,169390
ITC13,174170
ITC14,156320
ITC15,364980
ITC16,586113
ITC17,212010
ITC18,417288
ITC20,125034
ITC31,209382
ITC32,271832
ITC33,826194
ITC34,217418
ITC41,884876
ITC42,597642
ITC43,334961
ITC44,180425
ITC46,1108126
ITC47,1255437
ITC48,540376
ITC49,227412
ITC4A,355908
ITC4B,406919
ITC4C,3265327
ITC4D,870193
ITF11,294838
ITF12,303900
ITF13,316363
ITF14,378840
ITF21,83154
ITF22,217362
ITF31,913666
ITF32,272318
ITF33,3034410
ITF34,410369
ITF35,1081380
ITF43,563995
ITF44,385235
ITF45,782165
ITF46,606904
ITF47,1230205
ITF48,384801
ITF51,358401
ITF52,194853
ITF61,690503
ITF62,168581
ITF63,349344
ITF64,154715
ITF65,530967
ITG11,421256
ITG12,1222988
ITG13,613887
ITG14,423488
ITG15,255931
ITG16,160161
ITG17,1072634
ITG18,315601
ITG19,389344
ITG25,325288
ITG26,150913
ITG27,548917
ITG28,155764
ITG29,159119
ITG2A,55535
ITG2B,94988
ITG2C,121097
ITH10,532644
ITH20,545425
ITH31,924742
ITH32,855297
ITH33,201309
ITH34,883522
ITH35,848829
ITH36,933700
ITH37,231734
ITH41,310502
ITH42,526474
ITH43,137795
ITH44,231445
ITH51,286433
ITH52,454873
ITH53,529609
ITH54,707119
ITH55,1021501
ITH56,344510
ITH57,387970
ITH58,395306
ITH59,336798
ITI11,191685
ITI12,382543
ITI13,291697
ITI14,995517
ITI15,257073
ITI16,331877
ITI17,418122
ITI18,339172
ITI19,265179
ITI1A,219690
ITI21,646710
ITI22,223455
ITI31,356497
ITI32,467451
ITI33,310815
ITI34,206172
ITI35,171737
ITI41,309795
ITI42,152497
ITI43,4253314
ITI44,562592
ITI45,477502
LI000,38747
LT011,820511
LT021,134070
LT022,562841
LT023,319958
LT024,136671
LT025,211189
LT026,261452
LT027,91822
LT028,130613
LT029,124963
LU000,626108
LV003,237407
LV005,255968
LV006,627487
LV007,374466
LV008,183938
LV009,228409
ME000,621873
MK001,151490
MK002,173803
MK003,219172
MK004,172801
MK005,226832
MK006,322840
MK007,175932
MK008,633217
MKXXX,168
MT001,480134
MT002,34430
NL111,147193
NL112,45857
NL113,392816
NL124,326040
NL125,136158
NL126,187759
NL131,192369
NL132,167904
NL133,133409
NL211,374659
NL212,156683
NL213,631064
NL221,695500
NL224,246565
NL225,401193
NL226,742694
NL230,423021
NL310,1319231
NL321,377769
NL323,199108
NL324,237094
NL325,173064
NL327,257075
NL328,248993
NL329,1386424
NL332,883720
NL333,233311
NL337,430358
NL33A,407573
NL33B,334617
NL33C,1454720
NL341,105192
NL342,278296
NL411,635904
NL412,483183
NL413,663257
NL414,780611
NL421,282605
NL422,237412
NL423,597184
NO011,693494
NO012,633188
NO021,197920
NO022,189365
NO031,300112
NO032,285336
NO033,252669
NO034,173355
NO041,118273
NO042,188959
NO043,479891
NO051,528127
NO052,109566
NO053,267642
NO060,465136
NO071,242473
NO072,166602
NO073,75472
PL213,775654
PL214,729888
PL217,451673
PL218,534879
PL219,335454
PL21A,544408
PL224,508002
PL225,661494
PL227,621069
PL228,429661
PL229,461221
PL22A,729912
PL22B,670572
PL22C,393529
PL411,404761
PL414,651571
PL415,534756
PL416,664975
PL417,554700
PL418,668762
PL424,400748
PL426,349630
PL427,415052
PL428,506175
PL431,379827
PL432,621584
PL514,641560
PL515,549282
PL516,441445
PL517,636689
PL518,595833
PL523,361728
PL524,580505
PL613,772834
PL616,381815
PL617,358014
PL618,185570
PL619,352743
PL621,514630
PL622,604667
PL623,279741
PL633,749929
PL634,590548
PL636,328375
PL637,222781
PL638,424502
PL711,680519
PL712,386291
PL713,578369
PL714,440654
PL715,356852
PL721,749532
PL722,469211
PL811,296622
PL812,610382
PL814,710739
PL815,470549
PL821,469516
PL822,382299
PL823,635067
PL824,597565
PL841,506170
PL842,380867
PL843,262352
PL911,1789771
PL912,644834
PL913,647794
PL921,602883
PL922,336843
PL923,324147
PL924,379997
PL925,416909
PL926,258256
PT111,230412
PT112,404444
PT119,411857
PT11A,1728226
PT11B,86133
PT11C,415989
PT11D,190815
PT11E,107462
PT150,438406
PT16B,358714
PT16D,363803
PT16E,433923
PT16F,284702
PT16G,251628
PT16H,80230
PT16I,232580
PT16J,211705
PT170,2863272
PT181,93521
PT184,116332
PT185,237868
PT186,104538
PT187,152299
PT200,242796
PT300,254254
RO111,560203
RO112,277849
RO113,709585
RO114,458636
RO115,331217
RO116,209939
RO121,323879
RO122,553520
RO123,201475
RO124,301465
RO125,533186
RO126,401301
RO211,581442
RO212,376562
RO213,792692
RO214,438460
RO215,623019
RO216,372040
RO221,285916
RO222,409162
RO223,672142
RO224,500213
RO225,192101
RO226,317567
RO311,575027
RO312,280252
RO313,487115
RO314,263263
RO315,254405
RO316,712447
RO317,328867
RO321,1835258
RO322,486744
RO411,621410
RO412,311985
RO413,238907
RO414,389730
RO415,348377
RO421,415910
RO422,269551
RO423,380105
RO424,705914
RS110,1696192
RS121,169997
RS122,276435
RS123,619072
RS124,134722
RS125,177736
RS126,173017
RS127,296295
RS211,264251
RS212,161442
RS213,276177
RS214,197650
RS215,196079
RS216,220438
RS217,304147
RS218,280245
RS221,110219
RS222,164490
RS223,105280
RS224,197532
RS225,359545
RS226,83153
RS227,184039
RS228,195894
RS229,82658
SE110,2377081
SE121,383713
SE122,297540
SE123,465495
SE124,304805
SE125,275845
SE211,363599
SE212,201469
SE213,245446
SE214,59686
SE221,159606
SE224,1377827
SE231,333848
SE232,1725881
SE311,282414
SE312,287966
SE313,287382
SE321,245347
SE322,130810
SE331,271736
SE332,250093
SI031,114238
SI032,325994
SI033,70755
SI034,257847
SI035,57156
SI036,75824
SI037,145357
SI038,52841
SI041,555274
SI042,206621
SI043,118041
SI044,115913
SK010,669592
SK021,564917
SK022,584569
SK023,674306
SK031,691509
SK032,645276
SK041,826244
SK042,801460
TR100,15519267
TR211,1055412
TR212,413903
TR213,361836
TR221,1228620
TR222,542157
TR310,4367251
TR321,1110972
TR322,1037208
TR323,983142
TR331,1440611
TR332,729483
TR333,579257
TR334,370509
TR411,3056120
TR412,887475
TR413,219427
TR421,1953035
TR422,1029650
TR423,392166
TR424,316126
TR425,270976
TR510,5639076
TR521,2232374
TR522,253279
TR611,2511700
TR612,444914
TR613,270796
TR621,2237940
TR622,1840425
TR631,1628894
TR632,1154102
TR633,538759
TR711,283017
TR712,416367
TR713,362861
TR714,303010
TR715,242938
TR721,1407409
TR722,638956
TR723,421200
TR811,596053
TR812,248458
TR813,198249
TR821,379405
TR822,195789
TR823,218243
TR831,1348542
TR832,612747
TR833,530864
TR834,337800
TR901,808974
TR902,754198
TR903,448400
TR904,343212
TR905,170875
TR906,164521
TRA11,762062
TRA12,234747
TRA13,84843
TRA21,536199
TRA22,285410
TRA23,199442
TRA24,97319
TRB11,800165
TRB12,591098
TRB13,279812
TRB14,84660
TRB21,1136757
TRB22,408809
TRB23,348115
TRB24,280991
TRC11,2069364
TRC12,626465
TRC13,142490
TRC21,2073614
TRC22,1756353
TRC31,838778
TRC32,608659
TRC33,529615
TRC34,330280
